Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,22/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Turkmenistan,TKM,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.88888889,45.55555556,46.66666667,45.55555556,45.55555556,45.55555556,38.88888889,38.88888889,44.44444444,43.33333333,43.33333333,33.33333333,34.44443333,35.55553333,34.44443333,34.44443333,34.44443333,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.97883619,75.87301603,75.29100556,76.77248683,76.71957667,77.77777762,78.67724873,78.46560825,76.82539667,76.45502646,77.88359788,79.15344921,78.73016508,75.71428889,72.7513254,71.32275556,69.89418254,
Timor-Leste,TLS,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.22222222,32.22222222,35.55555556,42.22222222,45.55555556,55.55555556,52.22222222,46.66666667,53.33333333,64.44444444,62.22223333,66.66666667,64.44443333,67.7778,67.7778,71.11113333,
Middle East & North Africa (IDA & IBRD countries),TMN,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.77777788,63.63636364,64.44444455,65.05050515,66.06060576,64.04040364,62.97979818,63.73737394,62.72727303,61.61616162,61.71717172,63.03031818,61.41415455,59.2929303,56.76768788,55.35354242,51.61616667,
Tonga,TON,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.33333333,52.22222222,56.66666667,57.77777778,58.88888889,58.88888889,58.88888889,58.88888889,46.66666667,50,47.77776667,52.2222,52.2222,56.66666667,56.66666667,54.44443333,
South Asia (IDA & IBRD),TSA,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74074111,68.88888889,70.37037056,71.11111111,69.81481444,69.07407444,70,68.51851833,67.96296333,66.66666667,72.40740741,71.11112222,72.5926,74.07408333,70.55556667,69.07408333,69.81483333,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.58201048,56.40211635,56.90476175,57.11640198,56.21693119,57.16931222,58.83597897,59.60317444,59.17312651,58.75,58.11868687,59.49496136,59.54546591,59.79798561,58.2070803,58.88889773,57.19697879,
Trinidad and Tobago,TTO,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.33333333,71.11111111,73.33333333,75.55555556,75.55555556,67.77777778,71.11111111,71.11111111,67.77777778,70,62.22222222,56.66666667,61.1111,46.66666667,47.77776667,47.77776667,47.77776667,
Tunisia,TUN,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.22222222,77.77777778,76.66666667,76.66666667,74.44444444,76.66666667,78.88888889,77.77777778,74.44444444,73.33333333,72.22222222,76.66673333,76.6667,62.22223333,60.00003333,71.11113333,58.8889,
Turkiye,TUR,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.22222222,81.11111111,80,78.88888889,84.44444444,86.66666667,84.44444444,85.55555556,84.44444444,85.55555556,84.44444444,82.22223333,77.7778,85.55556667,77.7778,81.11113333,81.11113333,
Tuvalu,TUV,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,33.33333333,37.77776667,39.99996667,38.88883333,47.77776667,47.77776667,47.77776667,
Tanzania,TZA,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.77777778,63.33333333,61.11111111,61.11111111,65.55555556,63.33333333,67.77777778,72.22222222,72.22222222,72.22222222,72.22222222,75.5556,73.33336667,71.1111,66.6667,62.22223333,63.33333333,
Uganda,UGA,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,68.88888889,70,71.11111111,65.55555556,62.22222222,70,70,67.77777778,73.33333333,64.44444444,72.22226667,68.88893333,74.44446667,71.11113333,67.7778,71.11113333,
Ukraine,UKR,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.33333333,86.66666667,87.77777778,84.44444444,84.44444444,87.77777778,87.77777778,88.88888889,92.22222222,91.11111111,91.11111111,91.1111,83.33333333,77.7778,77.7778,72.2222,72.2222,
Upper middle income,UMC,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.65242194,73.47572661,72.90595462,74.04552718,74.52985735,74.55834729,74.82900311,75.8404559,74.08333331,72.27642276,72.7398374,73.38753902,74.17344715,74.55284797,72.19512602,71.35501707,70.43360976,
Uruguay,URY,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.22222222,85.55555556,90,90,92.22222222,92.22222222,95.55555556,94.44444444,94.44444444,92.22222222,90,88.88886667,88.88886667,85.55553333,77.7778,77.7778,80,
United States,USA,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.77777778,60,57.77777778,57.77777778,61.11111111,57.77777778,61.11111111,61.11111111,57.77777778,57.77777778,54.44444444,51.11113333,48.88883333,51.1111,61.1111,64.44443333,67.77776667,
St. Vincent and the Grenadines,VCT,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,62.22222222,62.22222222,54.44444444,51.11111111,54.44444444,53.33333333,53.33333333,46.66666667,55.55555556,55.55556667,60,56.66666667,53.33333333,60,50,
"Venezuela, RB",VEN,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,82.22222222,82.22222222,86.66666667,90,86.66666667,83.33333333,78.88888889,77.77777778,80,81.11111111,82.22223333,82.22223333,68.8889,58.8889,57.77776667,62.22223333,
British Virgin Islands,VGB,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.11111111,71.11111111,72.22222222,71.11111111,72.22222222,65.55555556,64.44444444,71.11111111,71.11111111,74.44444444,76.66666667,82.22223333,82.22223333,83.33333333,83.33333333,78.8889,74.44446667,
Vanuatu,VUT,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.44444444,51.11111111,48.88888889,58.88888889,56.66666667,42.22222222,53.33333333,47.77777778,43.33333333,43.33333333,45.55556667,50,52.2222,45.55553333,48.88886667,36.66666667,
World,WLD,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.55555556,52.22222222,50,51.11111111,53.33333333,48.88888889,48.88888889,51.11111111,53.33333333,53.33333333,53.33336667,54.44446667,57.7778,56.6667,60.00003333,57.7778,
Kosovo,XKX,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,33.33333333,40,43.33333333,43.33333333,36.66666667,40,41.1111,
"Yemen, Rep.",YEM,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.66666667,56.66666667,62.22222222,65.55555556,64.44444444,55.55555556,48.88888889,47.77777778,46.66666667,52.22222222,55.55555556,55.5556,47.77783333,44.44446667,42.22226667,38.88886667,27.77776667,
South Africa,ZAF,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.66666667,86.66666667,90,91.11111111,86.66666667,81.11111111,82.22222222,81.11111111,72.22222222,76.66666667,74.44444444,81.1111,82.22223333,75.55556667,75.55556667,75.55556667,81.11113333,
Zambia,ZMB,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.55555556,62.22222222,55.55555556,58.88888889,58.88888889,58.88888889,57.77777778,60,62.22222222,56.66666667,60,60.00003333,53.33336667,52.22223333,55.55556667,55.55556667,53.33336667,
Zimbabwe,ZWE,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.77777778,61.11111111,57.77777778,51.11111111,42.22222222,46.66666667,51.11111111,54.44444444,53.33333333,54.44444444,57.77777778,62.2222,55.55553333,59.99996667,59.99996667,56.66663333,58.8889,
