iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
CHN,Asia,China,03/08/2021,103703,133,101.286,4835,0,0.143,72.729,0.093,0.071,3.391,0,0,1.41,,,,,,,,,,,,,14769984,10.358,0,145824.5,tests performed,1708356000,,,,19673000,17856429,119.81,,,,12523,5850649,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,04/08/2021,103795,92,106.286,4835,0,0.143,72.793,0.065,0.075,3.391,0,0,1.37,,,,,,,,,,,,,14769984,10.358,0,138964.5,tests performed,1726223000,,,,17867000,17853429,121.06,,,,12521,5850649,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,05/08/2021,103972,177,120.429,4835,0,0.143,72.917,0.124,0.084,3.391,0,0,1.36,,,,,,,,,,,,,14769984,10.358,0,122644.7,tests performed,1741812000,,,,15589000,17513429,122.16,,,,12282,5850649,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,06/08/2021,104131,159,132.286,4835,0,0.143,73.029,0.112,0.093,3.391,0,0,1.3,,,,,,,,,,,,,14769984,10.358,0,111651.9,tests performed,1757780000,,,,15968000,17197857,123.28,,,,12061,5850649,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,07/08/2021,104253,122,136.429,4835,0,0,73.114,0.086,0.096,3.391,0,0,1.22,,,,,,,,,,,,,14769984,10.358,0,108261.3,tests performed,1770304000,,,,12524000,16783571,124.15,,,,11771,5850649,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,08/08/2021,104384,131,136.714,4836,1,0.143,73.206,0.092,0.096,3.392,0.001,0,1.13,,,,,,,,,,,,,14769984,10.358,0,108035.6,tests performed,1782525000,,,,12221000,16142571,125.01,,,,11321,5850649,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,09/08/2021,104523,139,136.143,4836,0,0.143,73.304,0.097,0.095,3.392,0,0,1.07,,,,,,,,,,,,,14769984,10.358,0,108488.8,tests performed,1795049000,,,,12524000,15195143,125.89,,,,10657,5850649,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,10/08/2021,104628,105,132.143,4836,0,0.143,73.377,0.074,0.093,3.392,0,0,1,,,,,,,,,,,,,14769984,10.358,0,111772.7,tests performed,1808092000,,,,13043000,14248000,126.8,,,,9992,5850649,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,11/08/2021,104720,92,132.143,4837,1,0.286,73.442,0.065,0.093,3.392,0.001,0,0.94,,,,,,,,,,,,,14769984,10.358,0,111772.7,tests performed,1820238000,,,,12146000,13430714,127.66,,,,9419,5850649,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,12/08/2021,104856,136,126.286,4837,0,0.286,73.537,0.095,0.089,3.392,0,0,0.89,,,,,,,,,,,,,14769984,10.358,0,116956.6,tests performed,1832450000,,777046000,,12212000,12948286,128.51,,54.5,,9081,5850649,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,13/08/2021,104923,67,113.143,4837,0,0.286,73.584,0.047,0.079,3.392,0,0,0.81,,,,,,,,,,,,,14769984,10.358,0,130542.6,tests performed,1844382000,,,,11932000,12371714,129.35,,,,8677,5850649,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,14/08/2021,104988,65,105,4838,1,0.429,73.63,0.046,0.074,3.393,0.001,0,0.76,,,,,,,,,,,,,14769984,10.358,0,140666.5,tests performed,1853839000,,,,9457000,11933571,130.01,,,,8369,5850649,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,15/08/2021,105064,76,97.143,4838,0,0.286,73.683,0.053,0.068,3.393,0,0,0.71,,,,,,,,,,,,,14769984,10.358,0,152043.7,tests performed,1862928000,,,,9089000,11486143,130.65,,,,8055,5850649,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,16/08/2021,105117,53,84.857,4838,0,0.286,73.72,0.037,0.06,3.393,0,0,0.68,,,,,,,,,,,,,14769984,10.358,0,174057.3,tests performed,1875371000,,,,12443000,11474571,131.52,,,,8047,5850649,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,17/08/2021,105161,44,76.143,4838,0,0.286,73.751,0.031,0.053,3.393,0,0,0.68,,,,,,,,,,,,,14769984,10.358,0,193976.9,tests performed,1887273000,,,,11902000,11311571,132.36,,,,7933,5850649,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,18/08/2021,105224,63,72,4838,0,0.143,73.795,0.044,0.05,3.393,0,0,0.69,,,,,,,,,,,,,14769984,10.358,0,205138.7,tests performed,1900127000,,,,12854000,11412714,133.26,,,,8004,5850649,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,19/08/2021,105281,57,60.714,4838,0,0.143,73.835,0.04,0.043,3.393,0,0,0.68,,,,,,,,,,,,,14769984,10.358,0,243271.5,tests performed,1912419000,,,,12292000,11424143,134.12,,,,8012,5850649,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,20/08/2021,105329,48,58,4838,0,0.143,73.869,0.034,0.041,3.393,0,0,0.67,,,,,,,,,,,,,14769984,10.358,0,254654.9,tests performed,1924390000,,,,11971000,11429714,134.96,,,,8016,5850649,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,21/08/2021,105378,49,55.714,4840,2,0.286,73.903,0.034,0.039,3.394,0.001,0,0.68,,,,,,,,,,,,,14769984,10.358,0,265103.6,tests performed,1935869000,,,,11479000,11718571,135.77,,,,8218,5850649,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,22/08/2021,105418,40,50.571,4841,1,0.429,73.932,0.028,0.035,3.395,0.001,0,0.67,,,,,,,,,,,,,14769984,10.358,0,292064.3,tests performed,1946954000,,,,11085000,12003714,136.54,,,,8418,5850649,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,23/08/2021,105466,48,49.857,4841,0,0.429,73.965,0.034,0.035,3.395,0,0,0.68,,,,,,,,,,,,,14769984,10.358,0,296246.9,tests performed,1961893000,,,,14939000,12360286,137.59,,,,8668,5850649,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,24/08/2021,105490,24,47,4841,0,0.429,73.982,0.017,0.033,3.395,0,0,0.7,,,,,,,,,,,,,14769984,10.358,0,314255,tests performed,1975738000,,,,13845000,12637857,138.56,,,,8863,5850649,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,25/08/2021,105524,34,42.857,4843,2,0.714,74.006,0.024,0.03,3.396,0.001,0.001,0.73,,,,,,,,,,,,,14769984,10.358,0,344634.1,tests performed,1988433000,,,,12695000,12615143,139.45,,,,8847,5850649,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,26/08/2021,105571,47,41.429,4843,0,0.714,74.039,0.033,0.029,3.396,0,0.001,0.77,,,,,,,,,,,,,14769984,10.358,0,356513.2,tests performed,2003914000,1072500000,889439000,,15481000,13070714,140.54,75.22,62.38,,9167,5850649,0.41,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,27/08/2021,105611,40,40.286,4843,0,0.714,74.067,0.028,0.028,3.396,0,0.001,0.8,,,,,,,,,,,,,14769984,10.358,0,366628.2,tests performed,2019549000,,,,15635000,13594143,141.63,,,,9534,5307050,0.372,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,28/08/2021,105650,39,38.857,4843,0,0.429,74.094,0.027,0.027,3.396,0,0,0.81,,,,,,,,,,,,,14769984,10.358,0,380111.3,tests performed,2032934000,,,,13385000,13866429,142.57,,,,9725,4763451,0.334,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,29/08/2021,105689,39,38.714,4843,0,0.286,74.122,0.027,0.027,3.396,0,0,0.82,,,,,,,,,,,,,14769984,10.358,0,381515.3,tests performed,2044625000,,,,11691000,13953000,143.39,,,,9785,4219852,0.296,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,30/08/2021,105746,57,40,4844,1,0.429,74.162,0.04,0.028,3.397,0.001,0,0.84,,,,,,,,,,,,,14769984,10.358,0,369249.6,tests performed,2055966000,,,,11341000,13439000,144.19,,,,9425,3676252,0.258,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,31/08/2021,105775,29,40.714,4844,0,0.429,74.182,0.02,0.029,3.397,0,0,0.84,,,,,,,,,,,,,14769984,10.358,0,362774.1,tests performed,2067589000,,,,11623000,13121571,145,,,,9202,3132653,0.22,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,01/09/2021,105815,40,41.571,4844,0,0.143,74.21,0.028,0.029,3.397,0,0,0.86,,,,,,,,,,,,,14769984,10.358,0,355295.4,tests performed,2076428000,,,,8839000,12570714,145.62,,,,8816,2589054,0.182,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,02/09/2021,105861,46,41.429,4845,1,0.286,74.242,0.032,0.029,3.398,0.001,0,0.88,,,,,,,,,,,,,14769984,10.358,0,356513.2,tests performed,2084650000,,,,8222000,11533714,146.2,,,,8089,2045455,0.143,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,03/09/2021,105907,46,42.286,4846,1,0.429,74.274,0.032,0.03,3.399,0.001,0,0.9,,,,,,,,,,,,,14769984,10.358,0,349287.8,tests performed,2092174000,,,,7524000,10375000,146.73,,,,7276,2045455,0.143,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,04/09/2021,105950,43,42.857,4847,1,0.571,74.305,0.03,0.03,3.399,0.001,0,0.91,,,,,,,,,,,,,14769984,10.358,0,344634.1,tests performed,2100387000,,,,8213000,9636143,147.3,,,,6758,2045455,0.143,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,05/09/2021,105988,38,42.714,4848,1,0.714,74.331,0.027,0.03,3.4,0.001,0.001,0.93,,,,,,,,,,,,,14769984,10.358,0,345787.9,tests performed,2107445000,,,,7058000,8974286,147.8,,,,6294,2045455,0.143,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,06/09/2021,106037,49,41.571,4848,0,0.571,74.366,0.034,0.029,3.4,0,0,0.94,,,,,,,,,,,,,14769984,10.358,0,355295.4,tests performed,2113083000,1095000000,969720000,,5638000,8159571,148.19,76.79,68.01,,5722,2045455,0.143,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,07/09/2021,106063,26,41.143,4849,1,0.714,74.384,0.018,0.029,3.401,0.001,0.001,0.97,,,,,,,,,,,,,14769984,10.358,0,358991.4,tests performed,2119025000,,,,5942000,7348000,148.61,,,,5153,1822794,0.128,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,08/09/2021,106102,39,41,4849,0,0.714,74.411,0.027,0.029,3.401,0,0.001,1.01,,,,,,,,,,,,,14769984,10.358,0,360243.5,tests performed,2124582000,,,,5557000,6879143,149,,,,4824,1600134,0.112,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,09/09/2021,106125,23,37.714,4849,0,0.571,74.427,0.016,0.026,3.401,0,0,1.07,,,,,,,,,,,,,14769984,10.358,0,391631.3,tests performed,2129833000,,,,5251000,6454714,149.37,,,,4527,1377474,0.097,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,10/09/2021,106170,45,37.571,4849,0,0.429,74.459,0.032,0.026,3.401,0,0,1.18,,,,,,,,,,,,,14769984,10.358,0,393121.9,tests performed,2135240000,,,,5407000,6152286,149.75,,,,4315,1154814,0.081,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,11/09/2021,106232,62,40.286,4849,0,0.286,74.502,0.043,0.028,3.401,0,0,1.3,,,,,,,,,,,,,14769984,10.358,0,366628.2,tests performed,2142580000,,,,7340000,6027571,150.26,,,,4227,932154,0.065,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,12/09/2021,106320,88,47.429,4849,0,0.143,74.564,0.062,0.033,3.401,0,0,1.38,,,,,,,,,,,,,14769984,10.358,0,311412.5,tests performed,2148120000,,,,5540000,5810714,150.65,,,,4075,709494,0.05,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,13/09/2021,106437,117,57.143,4850,1,0.286,74.646,0.082,0.04,3.401,0.001,0,1.4,,,,,,,,,,,,,14769984,10.358,0,258474.1,tests performed,2152520000,,,,4400000,5633857,150.96,,,,3951,486833,0.034,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,14/09/2021,106513,76,64.286,4850,0,0.143,74.699,0.053,0.045,3.401,0,0,1.35,,,,,,,,,,,,,14769984,10.358,0,229754.3,tests performed,2156938000,,,,4418000,5416143,151.27,,,,3798,486833,0.034,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,15/09/2021,106596,83,70.571,4851,1,0.286,74.758,0.058,0.049,3.402,0.001,0,1.29,,,,,,,,,,,,,14769984,10.358,0,209292.5,tests performed,2161428000,,1011584000,,4490000,5263714,151.58,,70.94,,3692,486833,0.034,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,16/09/2021,106680,84,79.286,4851,0,0.286,74.817,0.059,0.056,3.402,0,0,1.22,,,,,,,,,,,,,14769984,10.358,0,186287.4,tests performed,2165679000,,,,4251000,5120857,151.88,,,,3591,486833,0.034,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,17/09/2021,106743,63,81.857,4851,0,0.286,74.861,0.044,0.057,3.402,0,0,1.15,,,,,,,,,,,,,14769984,10.358,0,180436.4,tests performed,2170017000,,,,4338000,4968143,152.19,,,,3484,486833,0.034,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,18/09/2021,106818,75,83.714,4851,0,0.286,74.913,0.053,0.059,3.402,0,0,1.1,,,,,,,,,,,,,14769984,10.358,0,176433.9,tests performed,2174043000,1100842000,1022207000,,4026000,4494714,152.47,77.2,71.69,,3152,486833,0.034,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,19/09/2021,106878,60,79.714,4851,0,0.286,74.955,0.042,0.056,3.402,0,0,1.04,,,,,,,,,,,,,14769984,10.358,0,185287.2,tests performed,2177638000,,,,3595000,4216857,152.72,,,,2957,703364,0.049,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,20/09/2021,106960,82,74.714,4851,0,0.143,75.013,0.058,0.052,3.402,0,0,1.01,,,,,,,,,,,,,14769984,10.358,0,197687,tests performed,2180986000,,,,3348000,4066571,152.96,,,,2852,919895,0.065,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,21/09/2021,107010,50,71,4851,0,0.143,75.048,0.035,0.05,3.402,0,0,0.96,,,,,,,,,,,,,14769984,10.358,0,208027.9,tests performed,2182604000,,,,1618000,3666571,153.07,,,,2571,1136425,0.08,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,22/09/2021,107060,50,66.286,4852,1,0.143,75.083,0.035,0.046,3.403,0.001,0,0.93,,,,,,,,,,,,,14769984,10.358,0,222822.1,tests performed,2186583000,,,,3979000,3593571,153.35,,,,2520,1352956,0.095,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,23/09/2021,107128,68,64,4852,0,0.143,75.131,0.048,0.045,3.403,0,0,0.92,,,,,,,,,,,,,14769984,10.358,0,230781,tests performed,2190792000,,,,4209000,3587571,153.64,,,,2516,1569487,0.11,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,24/09/2021,107177,49,62,4854,2,0.429,75.165,0.034,0.043,3.404,0.001,0,0.9,,,,,,,,,,,,,14769984,10.358,0,238225.5,tests performed,2194467000,,,,3675000,3492857,153.9,,,,2450,1786018,0.125,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,25/09/2021,107220,43,57.429,4855,1,0.571,75.195,0.03,0.04,3.405,0.001,0,0.88,,,,,,,,,,,,,14769984,10.358,0,257186.9,tests performed,2197689000,,,,3222000,3378000,154.13,,,,2369,2002548,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,26/09/2021,107267,47,55.571,4855,0,0.571,75.228,0.033,0.039,3.405,0,0,0.86,,,,,,,,,,,,,14769984,10.358,0,265785.8,tests performed,2200202000,,,,2513000,3223429,154.3,,,,2261,2002548,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,27/09/2021,107315,48,50.714,4855,0,0.571,75.262,0.034,0.036,3.405,0,0,0.85,,,,,,,,,,,,,14769984,10.358,0,291240.8,tests performed,2203185000,,,,2983000,3171286,154.51,,,,2224,2002548,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,28/09/2021,107344,29,47.714,4855,0,0.571,75.282,0.02,0.033,3.405,0,0,0.86,,,,,,,,,,,,,14769984,10.358,0,309552.4,tests performed,2206054000,,1047872000,,2869000,3350000,154.71,,73.49,,2349,2002548,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,29/09/2021,107385,41,46.429,4856,1,0.571,75.311,0.029,0.033,3.406,0.001,0,0.86,,,,,,,,,,,,,14769984,10.358,0,318119.8,tests performed,2208921000,,,,2867000,3191143,154.92,,,,2238,2002548,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,30/09/2021,107438,53,44.286,4856,0,0.571,75.348,0.037,0.031,3.406,0,0,0.87,,,,,,,,,,,,,14769984,10.358,0,333513.6,tests performed,2211452000,,,,2531000,2951429,155.09,,,,2070,2002548,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,01/10/2021,107498,60,45.857,4856,0,0.286,75.39,0.042,0.032,3.406,0,0,0.87,,,,,,,,,,,,,14769984,10.358,0,322087.9,tests performed,2212206000,,,,754000,2534143,155.15,,,,1777,2002548,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,02/10/2021,107535,37,45,4857,1,0.286,75.416,0.026,0.032,3.406,0.001,0,0.85,,,,,,,,,,,,,14769984,10.358,0,328221.9,tests performed,2212961000,,,,755000,2181714,155.2,,,,1530,2002548,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,03/10/2021,107575,40,44,4858,1,0.429,75.444,0.028,0.031,3.407,0.001,0,0.83,,,,,,,,,,,,,14769984,10.358,0,335681.5,tests performed,2213691000,,,,730000,1927000,155.25,,,,1351,2002548,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,04/10/2021,107612,37,42.429,4858,0,0.429,75.47,0.026,0.03,3.407,0,0,0.84,,,,,,,,,,,,,14769984,10.358,0,348110.6,tests performed,2214564000,,,,873000,1625571,155.31,,,,1140,2002548,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,05/10/2021,107653,41,44.143,4858,0,0.429,75.499,0.029,0.031,3.407,0,0,0.84,,,,,,,,,,,,,14769984,10.358,0,334594,tests performed,2215428000,,,,864000,1339143,155.37,,,,939,2002548,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,06/10/2021,107689,36,43.429,4858,0,0.286,75.524,0.025,0.03,3.407,0,0,0.84,,,,,,,,,,,,,14769984,10.358,0,340095,tests performed,2216382000,,,,954000,1065857,155.44,,,,748,2002548,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,07/10/2021,107722,33,40.571,4858,0,0.286,75.547,0.023,0.028,3.407,0,0,0.83,,,,,,,,,,,,,14769984,10.358,0,364052.7,tests performed,2217563000,,,,1181000,873000,155.52,,,,612,2002548,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,08/10/2021,107751,29,36.143,4858,0,0.286,75.568,0.02,0.025,3.407,0,0,0.82,,,,,,,,,,,,,14769984,10.358,0,408654.1,tests performed,2218826000,,,,1263000,945714,155.61,,,,663,2002548,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,09/10/2021,107795,44,37.143,4858,0,0.143,75.599,0.031,0.026,3.407,0,0,0.84,,,,,,,,,,,,,14769984,10.358,0,397651.9,tests performed,2220128000,,,,1302000,1023857,155.7,,,,718,2002548,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,10/10/2021,107831,36,36.571,4859,1,0.143,75.624,0.025,0.026,3.408,0.001,0,0.89,,,,,,,,,,,,,14769984,10.358,0,403871.5,tests performed,2221245000,,,,1117000,1079143,155.78,,,,757,2002548,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
